电影名,评分,评价人数,链接,时间,演员,imdb_link
胜者为王,7.3,21493.0,https://movie.douban.com/subject/1298252/,2000-07-21 00:00:00,"['郑伊健', '陈小春', '舒淇', '黎姿', '千叶真一']",http://www.imdb.com/title/tt0265739
胜者即是正义,9.3,110914.0,https://movie.douban.com/subject/10491666/,2012-04-17(日本),"['堺雅人', '新垣结衣', '生濑胜久', '小池荣子', '里见浩太朗']",http://www.imdb.com/title/tt2276587
胜者即是正义2,9.1,74586.0,https://movie.douban.com/subject/23997724/,2013-10-09(日本),"['堺雅人', '新垣结衣', '冈田将生', '小雪', '田口淳之介']",http://www.imdb.com/title/tt3248598
胜者即是正义2014SP,8.3,27356.0,https://movie.douban.com/subject/26020814/,2014-11-22(日本),"['堺雅人', '新垣结衣', '生濑胜久', '小池荣子', '大森南朋']",http://www.imdb.com/title/tt2725232
胜者即是正义SP,8.9,45844.0,https://movie.douban.com/subject/21332518/,2013-04-13(日本),"['堺雅人', '新垣结衣', '生濑胜久', '小池荣子', '田口淳之介']",
胡佛,7.1,30365.0,https://movie.douban.com/subject/4709671/,2011-11-11(美国),"['莱昂纳多·迪卡普里奥', '娜奥米·沃茨', '朱迪·丹奇', '阿米·汉莫', '乔什·卢卡斯",http://www.imdb.com/title/tt1616195
胡桃夹子：魔境冒险,6.3,10514.0,https://movie.douban.com/subject/3012819/,2010-11-24(美国),"['2012-01-17(中国大陆)', '艾丽·范宁', '内森·连恩', '约翰·特托罗', '",http://www.imdb.com/title/tt1041804
胡须鸡仔,8.3,11741.0,https://movie.douban.com/subject/3647097/,2009-04-03(日本),"['朴ろ美', '小林优', '宮下栄治', '新井里美', '熊井统子']",
胭脂,5.8,12841.0,https://movie.douban.com/subject/26358699/,2016-09-27(中国大陆),"['赵丽颖', '陆毅', '陶昕然', '袁文康', '石兆琪']",
胭脂扣,8.2,114567.0,https://movie.douban.com/subject/1299288/,1988-01-07 00:00:00,"['梅艳芳', '张国荣', '万梓良', '朱宝意', '温碧霞']",http://www.imdb.com/title/tt0093258
脑男,7.1,21646.0,https://movie.douban.com/subject/10796594/,2013-02-09(日本),"['生田斗真', '松雪泰子', '江口洋介', '二阶堂富美', '太田莉菜']",http://www.imdb.com/title/tt2208020
脑神探,7.9,30309.0,https://movie.douban.com/subject/3730636/,2009-05-23(日本),"['木村拓哉', '绫濑遥', '水岛宏', '大地真央', '香川照之']",http://www.imdb.com/title/tt1422344
脱轨时代,6.1,14104.0,https://movie.douban.com/subject/21724200/,2014-03-07(中国大陆),"['张静初', '潘粤明', '吴克群', '朱珠', '班嘉佳']",http://www.imdb.com/title/tt4038736
自恋刑警,7.9,19372.0,https://movie.douban.com/subject/4862211/,2010-07-09(日本),"['长濑智也', '生田斗真', '中岛美嘉', '荒川良良', '要润']",http://www.imdb.com/title/tt1661188
自杀专卖店,7,31272.0,https://movie.douban.com/subject/4924694/,2012-05-24(法国戛纳电影节),"['2012-09-26(法国)', 'Bernard Alane', 'Isabelle Spad",http://www.imdb.com/title/tt1655413
自杀小队,6.1,57870.0,https://movie.douban.com/subject/3569910/,2016-08-05(美国),"['威尔·史密斯', '杰瑞德·莱托', '玛格特·罗比', '乔尔·金纳曼', '维奥拉·戴维斯'",http://www.imdb.com/title/tt1386697
自杀房间,6.9,11068.0,https://movie.douban.com/subject/5955975/,2011-03-04(波兰),"['雅酷朴·盖尔秀', 'Filip Bobek', 'Danuta Borsuk', 'Roma ",http://www.imdb.com/title/tt1808454
自梳,8.1,22934.0,https://movie.douban.com/subject/1304648/,1997-10-23(韩国),"['刘嘉玲', '杨采妮', '归亚蕾', '李绮虹', '赵文瑄']",http://www.imdb.com/title/tt0133028
自由作家,8.5,10612.0,https://movie.douban.com/subject/1945253/,2007-01-05 00:00:00,"['希拉里·斯万克', '帕特里克·德姆西', '斯科特·格伦', '艾美达·斯丹顿', '埃普利·",http://www.imdb.com/title/tt0463998
自闭历程,8.8,38777.0,https://movie.douban.com/subject/3236904/,2010-02-06 00:00:00,"['克莱尔·丹妮丝', '朱莉娅·奥蒙德', '凯瑟琳·欧哈拉', '大卫·斯特雷泽恩', 'Bar",http://www.imdb.com/title/tt1278469
至尊红颜,6.5,14149.0,https://movie.douban.com/subject/3010195/,2003-09,"['贾静雯', '赵文卓', '寇振海', '杨童舒', '保剑锋']",http://www.imdb.com/title/tt0984174
致命ID,8.6,276625.0,https://movie.douban.com/subject/1297192/,2003-04-25(美国),"['约翰·库萨克', '雷·利奥塔', '阿曼达·皮特', '阿尔弗雷德·莫里纳', '克里·杜瓦尔",http://www.imdb.com/title/tt0309698
致命伴旅,6.6,124142.0,https://movie.douban.com/subject/4190211/,2010-12-10(美国),"['2011-02-13(中国大陆)', '约翰尼·德普', '安吉丽娜·朱莉', '卢夫斯·塞维尔",http://www.imdb.com/title/tt1243957
致命呼叫,7.3,15046.0,https://movie.douban.com/subject/10554990/,2013-03-15(美国),"['哈莉·贝瑞', '阿比盖尔·布蕾斯琳', '摩里斯·切斯塔特', '迈克尔·艾克朗德', '大卫",http://www.imdb.com/title/tt1911644
致命急件,7,27165.0,https://movie.douban.com/subject/4146512/,2012-08-24(美国),"['约瑟夫·高登-莱维特', '迈克尔·珊农', '杰米·钟', '丹妮亚·拉米雷兹', '阿西夫·",http://www.imdb.com/title/tt1547234
致命拜访,6.5,10256.0,https://movie.douban.com/subject/1482051/,2007-08-17 00:00:00,"['妮可·基德曼', '丹尼尔·克雷格', '杰瑞米·诺森', '杰克逊·邦德', '杰弗里·怀特'",http://www.imdb.com/title/tt0427392
致命礼物,6.6,10999.0,https://movie.douban.com/subject/26304268/,2015-08-07(美国),"['杰森·贝特曼', '丽贝卡·豪尔', '乔尔·埃哲顿', '大卫·丹曼', '蒂姆·格里芬']",http://www.imdb.com/title/tt4178092
致命紫罗兰,5.4,10343.0,https://movie.douban.com/subject/1474203/,2006-03-03 00:00:00,"['米拉·乔沃维奇', '卡梅隆·布莱特', '威廉·菲德内尔', '美国', '科特·维莫']",http://www.imdb.com/title/tt0370032
致命魔术,8.8,303443.0,https://movie.douban.com/subject/1780330/,2006-10-20(美国),"['克里斯蒂安·贝尔', '休·杰克曼', '迈克尔·凯恩', '斯嘉丽·约翰逊', '丽贝卡·豪尔",http://www.imdb.com/title/tt0482571
致命黑兰,6.9,34477.0,https://movie.douban.com/subject/5028536/,2011-08-26(美国),"['2013-06-07(中国大陆)', '佐伊·索尔达娜', '迈克尔·瓦尔坦', '马克斯·马蒂",http://www.imdb.com/title/tt1657507
致我们终将逝去的青春,6.6,315799.0,https://movie.douban.com/subject/6973376/,2013-04-26(中国大陆),"['2014-05-01(台湾)', '杨子姗', '赵又廷', '韩庚', '江疏影']",http://www.imdb.com/title/tt2765340
致美丽的你,6.6,11208.0,https://movie.douban.com/subject/10767516/,2012-08-15 00:00:00,"['崔珉豪', '崔雪莉', '李玹雨', '金智媛', '黄光熙']",http://www.imdb.com/title/tt2191746
致青春·原来你还在这里,4,57914.0,https://movie.douban.com/subject/26290642/,2016-07-08(中国大陆),"['吴亦凡', '刘亦菲', '金世佳', '李沁', '李梦']",http://www.imdb.com/title/tt5011290
舌尖上的中国第一季,9.3,95352.0,https://movie.douban.com/subject/10606004/,2012-05-14(中国大陆),"['李立宏', '中国大陆', 'jishi.cntv.cn/program/sjsdzg', '陈",http://www.imdb.com/title/tt2168980
舌尖上的中国第二季,8.3,30641.0,https://movie.douban.com/subject/20502514/,2014-04-18(中国大陆),"['李立宏', '中国大陆', 'shejian2.cntv.cn', '陈晓卿', '50分钟']",http://www.imdb.com/title/tt3748768
舌尖上的新年,8.4,15630.0,https://movie.douban.com/subject/25894885/,2016-01-07(中国大陆),"['李立宏', '中国大陆', '陈磊', '邓洁', '李勇']",http://www.imdb.com/title/tt5356308
舒克和贝塔,8.6,51513.0,https://movie.douban.com/subject/1870436/,1989-10-13(中国大陆),"['范捷', '翟巍', '范蕾颕', '余大金', '洪海天']",
舞乐传奇,8.8,14125.0,https://movie.douban.com/subject/21759697/,2013-12-31(中国大陆),"['秋瓷炫', '林更新', '高一玮', '胡海峰', '苏茜薇']",http://www.imdb.com/title/tt4307098
舞出我人生,7.6,64769.0,https://movie.douban.com/subject/1829230/,2006-08-11(美国),"['2009-03-24(中国大陆)', '查宁·塔图姆', '珍娜·迪万-塔图姆', '瑞切尔·格",http://www.imdb.com/title/tt0462590
舞出我人生2：街舞,7.3,34696.0,https://movie.douban.com/subject/2300450/,2008-02-14(美国),"['2010-05-21(中国大陆)', '布莱恩娜·伊维根', '罗伯特·霍夫曼', '亚当·G·",http://www.imdb.com/title/tt1023481
舞出我人生3,7.7,21732.0,https://movie.douban.com/subject/3000078/,2010-08-06 00:00:00,"['瑞奇·马兰博瑞', '亚当·G·瑟瓦尼', '沙妮·文森', '艾莉森·斯通勒', 'Keith",http://www.imdb.com/title/tt1193631
舞出我人生4,7.6,17824.0,https://movie.douban.com/subject/5910040/,2012-07-27(美国),"['瑞安·古兹曼', '凯瑟琳·麦考米克', '杰西卡·瓜迪克斯', '查德·史密斯', '史蒂芬·",http://www.imdb.com/title/tt1800741
舞女纯情,6.8,14234.0,https://movie.douban.com/subject/1417753/,2005-04-28(韩国),"['文根英', '朴健衡 Park Geon-Hyeong', '朴元尚', '李宰久', '尹赞'",http://www.imdb.com/title/tt0464636
航海王之黄金城,8,20355.0,https://movie.douban.com/subject/26598021/,2016-07-23(日本),"['2016-11-11(中国大陆)', '田中真弓', '中井和哉', '冈村明美', '山口胜平",http://www.imdb.com/title/tt5251328
航班蛇患,6.1,11618.0,https://movie.douban.com/subject/1482080/,2006-08-18 00:00:00,"['塞缪尔·杰克逊', '朱丽安娜· 玛格丽丝', 'Nathan Phillips', '雷切尔·",http://www.imdb.com/title/tt0417148
艋舺,7.7,192560.0,https://movie.douban.com/subject/3737102/,2010-02-05 00:00:00,"['赵又廷', '阮经天', '凤小岳', '黄镫辉', '陈汉典']",http://www.imdb.com/title/tt1604900
色即是空,7.2,76658.0,https://movie.douban.com/subject/1305279/,2002-12-13(韩国),"['任昌丁', '河智苑', '崔成国', '刘彩英', '陈彩英']",http://www.imdb.com/title/tt0341555
色，戒,8,214771.0,https://movie.douban.com/subject/1828115/,2007-08-30(威尼斯电影节),"['2007-09-24(台湾)', '2007-11-01(中国大陆)', '梁朝伟', '汤唯'",http://www.imdb.com/title/tt0808357
艺伎回忆录,6.9,84339.0,https://movie.douban.com/subject/1309059/,2005-12-10(日本),"['章子怡', '渡边谦', '杨紫琼', '巩俐', '周采芹']",http://www.imdb.com/title/tt0397535
艺术家,8.4,71940.0,https://movie.douban.com/subject/6097775/,2011-10-12(法国),"['2012-12-28(中国大陆)', '让·杜雅尔丹', '贝热尼丝·贝乔', '约翰·古德曼'",http://www.imdb.com/title/tt1655442
艾利之书,6.6,25913.0,https://movie.douban.com/subject/3205571/,2010-01-15 00:00:00,"['丹泽尔·华盛顿', '加里·奥德曼', '米拉·库尼斯', '詹妮弗·比尔斯', '迈克尔·刚本",http://www.imdb.com/title/tt1037705
艾德·伍德,8.2,17570.0,https://movie.douban.com/subject/1293683/,1994-09-23(美国),"['约翰尼·德普', '莎拉·杰茜卡·帕克', '比尔·默瑞', '马丁·兰道', '帕特丽夏·阿奎",http://www.imdb.com/title/tt0109707
艾特熊和赛娜鼠,8.8,21474.0,https://movie.douban.com/subject/6518638/,2012-05-23(戛纳电影节),"['2012-12-12(法国)', '朗贝尔·维尔森', '波利娜·布伦纳', '安妮-玛丽·卢珀",http://www.imdb.com/title/tt1816518
艾玛,8.3,13770.0,https://movie.douban.com/subject/3610967/,2009-10-04(英国),"['萝玛拉·嘉瑞', '迈克尔·刚本', '约翰尼·李·米勒', '乔迪·梅', '罗伯特·巴瑟斯特",http://www.imdb.com/title/tt1366312
艾米,8.6,10601.0,https://movie.douban.com/subject/24532442/,2015-05-16(戛纳电影节),"['2015-07-03(英国)', '艾米·怀恩豪斯', '茅斯·达夫', '马克·容森', '托",http://www.imdb.com/title/tt2870648
芈月传,5.2,50620.0,https://movie.douban.com/subject/21766654/,2015-11-30(中国大陆),"['孙俪', '黄轩', '方中信', '刘涛', '马苏']",http://www.imdb.com/title/tt5247784
芙蓉镇,8.9,31060.0,https://movie.douban.com/subject/1297880/,1986-01-01(中国大陆),"['刘晓庆', '姜文', '郑在石', '张光北', '徐松子']",http://www.imdb.com/title/tt0087301
芝加哥,8.5,52091.0,https://movie.douban.com/subject/1307697/,2002-12-27(美国),"['蕾妮·泽尔维格', '凯瑟琳·泽塔-琼斯', '理查·基尔', '奎恩·拉提法', '约翰·C·",http://www.imdb.com/title/tt0299658
芭啦芭啦樱之花,6.1,40059.0,https://movie.douban.com/subject/1298346/,2001-07-26(中国大陆/香港),"['郭富城', '张柏芝', '阿牛', '韩雪', '恬妞']",http://www.imdb.com/title/tt0293895
花与爱丽丝,8.1,128221.0,https://movie.douban.com/subject/1308820/,2004-03-13(日本),"['铃木杏', '苍井优', '郭智博', '广末凉子', '阿部宽']",http://www.imdb.com/title/tt0407851
花与爱丽丝杀人事件,7.9,18986.0,https://movie.douban.com/subject/26147706/,2015-02-20(日本),"['苍井优', '铃木杏', '胜地凉', '黑木华', '木村多江']",http://www.imdb.com/title/tt4125300
花仙子,7.9,18694.0,https://movie.douban.com/subject/1498604/,1979-02-09(日本),"['岡本茉莉', '水岛裕', '白石冬美', '神山卓三', '喜多道枝']",http://www.imdb.com/title/tt0260622
花千骨,6.2,27099.0,https://movie.douban.com/subject/25812420/,2015-06-09(中国大陆),"['霍建华', '赵丽颖', '蒋欣', '张丹峰', '马可']",http://www.imdb.com/title/tt5033322
花吃了那女孩,6.1,44366.0,https://movie.douban.com/subject/3130180/,2008-09-12 00:00:00,"['许安安', '林嘉欣', '路嘉欣', '辛佳颖', '陈泱瑾']",http://www.imdb.com/title/tt1252557
花好月圆,5.9,53027.0,https://movie.douban.com/subject/1308827/,2004-02-05(香港),"['杨千嬅', '任贤齐', '钟镇涛', '方力申', '葛民辉']",http://www.imdb.com/title/tt0404001
花容月貌,7.3,15994.0,https://movie.douban.com/subject/21815004/,2013-08-21(法国),"['玛丽恩·瓦科特', '杰拉尔丁娜·帕伊亚', '弗雷德里克·皮耶罗', 'Fantin Rava",http://www.imdb.com/title/tt2752200
花开伊吕波,8.3,13612.0,https://movie.douban.com/subject/4935090/,2011-04-03(日本),"['伊藤加奈惠', '小见川千明', '丰崎爱生', '户松遥', '能登麻美子']",http://www.imdb.com/title/tt1820941
花木兰,7.5,104981.0,https://movie.douban.com/subject/1294833/,1998-06-19 00:00:00,"['温明娜', '艾迪·墨菲', '哈维·费斯特恩', '米盖尔·弗尔', '詹姆斯·洪']",http://www.imdb.com/title/tt0120762
花样少年少女,6.6,13377.0,https://movie.douban.com/subject/2147890/,2006-11-19(台湾),"['陈嘉桦', '吴尊', '汪东城 ', '唐治平', '杨皓惟']",http://www.imdb.com/title/tt1848064
花样年华,8.4,207612.0,https://movie.douban.com/subject/1291557/,2000-05-20(戛纳电影节),"['2000-09-29(香港)', '梁朝伟', '张曼玉', '潘迪华', '萧炳林']",http://www.imdb.com/title/tt0118694
花样男子,7.4,35904.0,https://movie.douban.com/subject/3528554/,2009-01-05(韩国),"['李敏镐', '金贤重', '金俊', '金汎', '具惠善']",http://www.imdb.com/title/tt1370334
花样男子2,7.9,22978.0,https://movie.douban.com/subject/1937077/,2007-01-05(日本),"['井上真央', '松本润', '小栗旬', '松田翔太', '阿部力']",http://www.imdb.com/title/tt0902618
花样男子最终章,7.2,13750.0,https://movie.douban.com/subject/2369618/,2008-06-28 00:00:00,"['井上真央', '松本润', '小栗旬', '松田翔太', '阿部力']",http://www.imdb.com/title/tt1160539
花水木,7.2,40801.0,https://movie.douban.com/subject/4074009/,2010-08-21(日本),"['新垣结衣', '生田斗真', '向井理', '药师丸博子', '莲佛美沙子']",http://www.imdb.com/title/tt1629284
花漾,5.7,17006.0,https://movie.douban.com/subject/7051294/,2012-12-28(台湾),"['2013-09-06(中国大陆)', '陈意涵', '陈妍希', '言承旭', '郑元畅']",http://www.imdb.com/title/tt2459496
花火,8.5,32030.0,https://movie.douban.com/subject/1302642/,1997-09-03(威尼斯电影节),"['1998-03-20(美国)', '1998-01-24(日本)', '北野武', '岸本加世子",http://www.imdb.com/title/tt0119250
花田喜事,7.5,31001.0,https://movie.douban.com/subject/1416728/,1993-01-20 00:00:00,"['张国荣', '关之琳', '许冠杰', '毛舜筠', '许冠英']",http://www.imdb.com/title/tt0107159
花田喜事2010,5.2,53834.0,https://movie.douban.com/subject/3804746/,2010-02-10(中国大陆),"['黄百鸣', '吴君如', '古天乐', '郑中基', '潘粤明']",http://www.imdb.com/title/tt1456520
花花型警,5.7,21166.0,https://movie.douban.com/subject/3002819/,2008-02-28 00:00:00,"['余文乐', '陈坤', '谭俊彦', '钟嘉欣', '黄又南']",http://www.imdb.com/title/tt1194582
花落花开,8.5,12453.0,https://movie.douban.com/subject/3173635/,2008-09-07 00:00:00,"['友兰达·梦露', '乌尔里奇·图克尔', 'Anne Bennent', 'Geneviève ",http://www.imdb.com/title/tt1048171
花魁,8.1,44230.0,https://movie.douban.com/subject/1850963/,2007-02-24(日本),"['土屋安娜', '木村佳乃', '安藤政信', '椎名桔平', '永濑正敏']",http://www.imdb.com/title/tt0794338
芳芳,8.1,63112.0,https://movie.douban.com/subject/1293377/,1993-06-16 00:00:00,"['苏菲·玛索', '文森特·佩雷斯', '马里恩·德尔特梅', '布鲁诺·托德契尼', '法国']",http://www.imdb.com/title/tt0106866
苍井优X4个谎言,8.2,10828.0,https://movie.douban.com/subject/3009055/,2008-01-30(日本),"['苍井优', '加濑亮', '西岛秀俊', '温水洋一', '池津祥子']",
苍蝇一分钟的生命,8.9,52072.0,https://movie.douban.com/subject/4914616/,德国,"['Michael Reichert', '4分钟', '苍蝇一分钟的生命', '动画', '短片'",
苏乞儿,4.7,39434.0,https://movie.douban.com/subject/3736637/,2010-02-09(中国大陆),"['2010-02-11(香港)', '赵文卓', '周迅', '杨紫琼', '周杰伦']",http://www.imdb.com/title/tt1425257
苏州河,7.8,83188.0,https://movie.douban.com/subject/1299661/,2000-09-07(香港),"['周迅', '贾宏声', '华仲凯', '姚安濂', '耐安 ']",http://www.imdb.com/title/tt0234837
苔丝,8,12926.0,https://movie.douban.com/subject/1291872/,1979-10-25 00:00:00,"['娜塔莎·金斯基', '彼得·弗斯', '利·劳森', '约翰·科林', '罗斯玛丽·马丁']",http://www.imdb.com/title/tt0080009
苗翠花,7.7,27995.0,https://movie.douban.com/subject/2286012/,1997-03-24(香港),"['关咏荷', '江华', '刘江', '惠英红', '刘玉翠']",
