genres,name,rating,ratingCount,imdb_link,评价人数_更新,评分_更新,index,电影名,评分,评价人数,链接,时间,演员
Animation Action Drama,Uchû no senshi  ,6.2,108,http://www.imdb.com/title/tt0161032,37,7.5,11938,宇宙战士,(评价人数不足),,https://movie.douban.com/subject/5366668/,松本保典,"['佐久間レイ', '神谷明', '小川真司', '弥永和子', '井上和彦']"
Drama Fantasy Mystery,The Book of Kevin             ,9.2,2149,http://www.imdb.com/title/tt5262534,682,9.2,12003,守望尘世第三季,(尚未上映),,https://movie.douban.com/subject/26683900/,2017-01(美国),"['贾斯汀·塞洛克斯', '艾米·布伦尼曼', '克里斯托弗·埃克莱斯顿', '丽芙·泰勒', '玛"
Documentary,Hanoi             ,8.0,23,http://www.imdb.com/title/tt6104024,29,8.9,12019,安东尼·波登：未知之旅第八季,(评价人数不足),,https://movie.douban.com/subject/26902086/,2016-09-25(美国),"['Anthony Bourdain', 'David Holloway', 'Eric Riper"
Documentary,The Power of the Placebo             ,7.6,22,http://www.imdb.com/title/tt3609018,35,8.1,12069,安慰剂的魔力,(评价人数不足),,https://movie.douban.com/subject/25847459/,英国,"['', '安慰剂的魔力', '纪录片', '英语']"
Drama Sci-Fi Thriller,The Quiet Hour  ,4.6,754,http://www.imdb.com/title/tt2645188,42,3.5,12081,安静时刻,(评价人数不足),,https://movie.douban.com/subject/25808312/,Dakota Blue Richards,"['Karl Davies', 'Jack McMullen', 'Bridgette Millar"
Crime Drama Thriller,The Perfect Teacher  ,5.3,1203,http://www.imdb.com/title/tt1663689,26,5.5,12131,完美老师,(评价人数不足),,https://movie.douban.com/subject/5151306/,梅根·帕克,"['波蒂·布丽丝', 'David Charvet', '美国', 'Jim Donovan', '"
Animation Short Comedy,The Man Who Was Afraid of Falling  ,6.5,66,http://www.imdb.com/title/tt2140563,37,6.4,12256,害怕坠落的男人,(评价人数不足),,https://movie.douban.com/subject/24447189/,2011-06,"['英国', 'Joseph Wallace', '4分27秒', '害怕坠落的男人', '喜剧']"
Comedy,Familie verpflichtet  ,6.2,109,http://www.imdb.com/title/tt5212256,60,7.6,12281,家庭责任,(评价人数不足),,https://movie.douban.com/subject/26658579/,2015-11-05(德国),"['马克西米连·冯·普芬多夫', 'Omar El-Saeidi', '莫丽·考依曼', 'Rami"
Animation Short Drama,Chez moi  ,6.9,42,http://www.imdb.com/title/tt4357716,38,7.4,12282,家庭闯入鸟,(评价人数不足),,https://movie.douban.com/subject/26654163/,2014-12-06 (法国),"['Orso Camus', '法国', 'Phuong Mai Nguy (阮芳梅)', '12分"
Comedy,Kazoku wa tsuraiyo 2  ,7.1,58,http://www.imdb.com/title/tt5934564,1935,8.8,12286,家族之苦2,(尚未上映),,https://movie.douban.com/subject/26848504/,2017-05-27(日本),"['桥爪功', '吉行和子', '西村雅彦', '夏川结衣', '中岛朋子']"
Adventure Comedy Crime,"Rico, Oskar und der Diebstahlstein  ",6.7,75,http://www.imdb.com/title/tt4916534,26,7.2,12328,宾果男孩日记3,(评价人数不足),,https://movie.douban.com/subject/26643177/,Anton Petzold,"['Juri Winkler', '德国', '尼尔·莉娜·福尔马尔', '宾果男孩日记3', '喜"
Comedy Drama,Plácido  ,8.3,1910,http://www.imdb.com/title/tt0055310,27,6.9,12384,富人穷人,(评价人数不足),,https://movie.douban.com/subject/2368557/,1961-10-20 00:00:00,"['Cassen', '西班牙', 'Luis García Berlanga', '87 分钟',"
Animation Comedy Drama,An Oversimplification of Her Beauty  ,6.2,474,http://www.imdb.com/title/tt2073520,29,6.1,12435,对彼之美的过度简化,(评价人数不足),,https://movie.douban.com/subject/10455410/,2012-1-21(美国圣丹斯电影节),"['2012-1-30(荷兰鹿特丹国际电影节)', '2012-9-23(希腊雅典电影节)', '美"
Comedy Family,Harriet the Spy: Blog Wars  ,4.9,1406,http://www.imdb.com/title/tt1545097,26,5.3,12681,小小间谍：博客战争,(评价人数不足),,https://movie.douban.com/subject/4726995/,2010-03-26 00:00:00,"['Jennifer Stone', 'Wesley Morgan', 'Kristin Booth"
Animation Comedy Fantasy,Kobayashi-san Chi No Maid Dragon             ,7.6,399,http://www.imdb.com/title/tt6185782,5586,8.5,12729,小林家的妹抖龙,(尚未上映),,https://movie.douban.com/subject/26899726/,2017-01-11 00:00:00,"['田村睦心', '桑原由气', '高田忧希', '高桥未奈美', '长绳麻理亚']"
Comedy,Lou! Journal infime  ,6.1,296,http://www.imdb.com/title/tt3202098,1169,8.1,12736,小楼的奇幻生活,(评价人数不足),,https://movie.douban.com/subject/25755599/,2014-10-08 00:00:00,"['Ludivine Sagnier', 'Kyan Khojandi', 'Lola Lasser"
Comedy Family,Elki lokhmatye  ,4.9,102,http://www.imdb.com/title/tt4706702,153,7.1,12765,小狗当家,(评价人数不足),,https://movie.douban.com/subject/26588761/,2015-01-29(俄罗斯),"['安娜•奇波夫斯卡娅', 'Andrey Fedortsov', '彼得·费奥多罗夫', '安德烈"
Animation Comedy Fantasy,Little Witch Academia             ,8.1,373,http://www.imdb.com/title/tt6352180,2763,8.8,12890,小魔女学院TV版,(尚未上映),,https://movie.douban.com/subject/26826078/,2017-01-08 00:00:00,"['潘惠美', '折笠富美子', '村濑迪与', '日笠阳子', '志田有彩']"
Action Drama,Shôrinji kenpô  ,6.5,384,http://www.imdb.com/title/tt0182260,24,5.4,13030,少林寺拳法,(评价人数不足),,https://movie.douban.com/subject/2029102/,1975-02-15 00:00:00,"['千叶真一', '中岛裕', '小池朝雄', '丹波哲郎', '日本']"
Horror,Kôpusu pâti: Book of Shadows  ,5.2,20,http://www.imdb.com/title/tt5641606,301,4.1,13099,尸体派对2：影之书,(评价人数不足),,https://movie.douban.com/subject/26703789/,2016-07-30(日本),"['生駒里奈', '前田希美', '池岡亮介', '喜多陽子', 'ジュン']"
Documentary,Engineering Connections             ,8.1,284,http://www.imdb.com/title/tt1289217,335,8.1,13309,工程新典范：悉尼歌剧院,(评价人数不足),,https://movie.douban.com/subject/25927421/,英国,"['47分钟', '工程新典范：悉尼歌剧院', '纪录片', '英语']"
Animation Adventure Comedy,Trollhunters             ,8.5,3822,http://www.imdb.com/title/tt1734135,211,8.3,13337,巨怪猎人,(评价人数不足),,https://movie.douban.com/subject/6424758/,2016-12-23(美国),"['朗·普尔曼', '凯尔希·格兰莫', '史蒂文·连', '查理·塞斯顿', '美国']"
Animation Action,Shingeki no Bahamut: Virgin Soul             ,8.3,21,http://www.imdb.com/title/tt7039224,351,8.4,13378,巴哈姆特之怒VIRGINSOUL,(评价人数不足),,https://movie.douban.com/subject/26759617/,日本,"['佐藤敬一', '30分钟', '巴哈姆特之怒 VIRGIN SOUL', '动画', '奇幻']"
Documentary Sport,Barça Dreams  ,7.3,229,http://www.imdb.com/title/tt5001576,195,8.9,13414,巴萨之梦,(评价人数不足),,https://movie.douban.com/subject/26737572/,2015-10-09 00:00:00,"['里奥内尔·梅西', '哈维 · 埃尔南德斯', '安德列斯·伊涅斯塔·卢扬', '杰拉德·皮克'"
Biography Drama,Barry  ,5.9,4107,http://www.imdb.com/title/tt5477566,142,6.4,13426,巴里,(评价人数不足),,https://movie.douban.com/subject/26738920/,2016-09-10(多伦多电影节),"['安雅·泰勒-乔伊', '艾什莉·贾德', '珍娜·艾夫曼', '莱纳斯·罗彻', '埃拉·科尔特"
Action Adventure Drama,Baahubali 2: The Conclusion  ,8.7,45188,http://www.imdb.com/title/tt4849438,2337,7.1,13431,巴霍巴利王(下),(尚未上映),,https://movie.douban.com/subject/26420932/,2017-04-14(印度),"['帕拉巴斯', '安努舒卡·谢蒂', '苏迪普', '拉姆亚·克里希南', '纳赛尔']"
Drama,Handsome Devil  ,7.2,933,http://www.imdb.com/title/tt5016946,983,7.4,13530,帅气的恶魔,(目前无 ),,https://movie.douban.com/subject/26647024/,2016-09-13(多伦多电影节),"['安德鲁·斯科特', '迈克尔·麦克埃尔哈顿', '阿道·欧汉隆', '休·奥康纳', 'Moe "
Crime Drama Mystery,Mrs. Bixby and the Colonel's Coat             ,7.7,179,http://www.imdb.com/title/tt0508207,30,9.0,13546,希区柯克剧场第六季,(评价人数不足),,https://movie.douban.com/subject/10549481/,1960-09-27 00:00:00,"['阿尔弗雷德·希区柯克', '奥黛丽·米德斯', '美国', '阿尔弗雷德·希区柯克', '希区柯"
Comedy Drama,Toivon tuolla puolen  ,7.5,1927,http://www.imdb.com/title/tt5222918,170,8.1,13564,希望的另一面,(尚未上映),,https://movie.douban.com/subject/26678509/,2017-02-03(芬兰),"['卡蒂·奥廷宁', '汤米·柯贝拉', '詹恩·海蒂恩', '伊尔卡·克伊瓦拉', 'Sakari"
Documentary,L'empereur  ,6.4,100,http://www.imdb.com/title/tt5852632,37,8.3,13591,帝企鹅日记2：召唤,(尚未上映),,https://movie.douban.com/subject/26794854/,法国,"['吕克·雅克', '帝企鹅日记2：召唤', '纪录片', '英语', '法语']"
Comedy Musical,Cossacks of the Kuban  ,6.8,221,http://www.imdb.com/title/tt0041562,42,7.5,13734,幸福的生活,(评价人数不足),,https://movie.douban.com/subject/3214669/,1950-10-27 00:00:00,"['苏联', 'Ivan Pyryev', '112 分钟', '幸福的生活', '喜剧']"
Comedy Romance,A Date with Miss Fortune  ,5.5,437,http://www.imdb.com/title/tt3832160,68,7.1,13764,幸運之約,(评价人数不足),,https://movie.douban.com/subject/26363248/,2015-8-13(葡萄牙),"['乔昆姆·德·阿尔梅达', '维克·萨海', '妮莉·费塔朵', '乔治·斯塔博罗帕洛斯', 'C"
Animation Action Fantasy,Yojo Senki: Saga of Tanya the Evil             ,7.7,318,http://www.imdb.com/title/tt6455986,777,7.9,13815,幼女战记,(尚未上映),,https://movie.douban.com/subject/26720121/,2017-01,"['悠木碧', '早见沙织', '三木真一郎', '玄田哲章', '大塚芳忠']"
Comedy Fantasy Horror,Ghostmates  ,5.1,413,http://www.imdb.com/title/tt6225534,112,5.6,13837,幽灵室友,(评价人数不足),,https://movie.douban.com/subject/26937862/,2016-12-14(Youtube),"['Ian Hecox', '安东尼·帕迪利亚', 'Francesca Galassi', 'Cr"
Animation Comedy,Gabriel DropOut             ,7.6,143,http://www.imdb.com/title/tt6407994,1503,7.6,13903,废天使加百列,(尚未上映),,https://movie.douban.com/subject/26903982/,富田美优,"['大西沙织', '大空直美', '花泽香菜', '日本', '太田雅彦']"
Comedy,Father's Day             ,7.9,39,http://www.imdb.com/title/tt5956466,4811,9.2,13920,废柴舅舅第三季,(尚未上映),,https://movie.douban.com/subject/26680329/,2017-01-02(英国),"['尼克·赫尔姆', '埃利奥特·斯佩勒-吉洛特', '英国', 'Oliver Refson', "
Sci-Fi Horror,Alien degli abissi  ,3.8,367,http://www.imdb.com/title/tt0096785,47,5.4,14056,异形公园,(评价人数不足),,https://movie.douban.com/subject/2237234/,1989-05-27 00:00:00,"['意大利', 'Antonio Margheriti', 'France: 90 分钟', '异形"
Horror Sci-Fi Thriller,Alien: Covenant  ,6.7,105247,http://www.imdb.com/title/tt2316204,97049,7.4,14077,异形：契约,(尚未上映),,https://movie.douban.com/subject/11803087/,2017-05-19(美国),"['迈克尔·法斯宾德', '凯瑟琳·沃特斯顿', '努米·拉佩斯', '丹尼·麦克布耐德', '盖·"
Horror Sci-Fi Thriller,Life  ,6.7,97301,http://www.imdb.com/title/tt5442430,73268,6.5,14088,异星觉醒,(尚未上映),,https://movie.douban.com/subject/26718838/,2017-03-24(美国),"['杰克·吉伦哈尔', '丽贝卡·弗格森', '瑞恩·雷诺兹', '真田广之', '阿利安·巴克瑞'"
Documentary Biography,As I Was Moving Ahead Occasionally I Saw Brief Glimpses of Beauty  ,8.5,483,http://www.imdb.com/title/tt0262240,34,8.4,14231,当我往前走之时偶尔会瞥到一缕美丽之景,(评价人数不足),,https://movie.douban.com/subject/4117025/,乔纳斯·梅卡斯,"['阿道法斯·梅卡斯', 'Oona Mekas', '荷利斯·法朗普顿', '斯坦·布拉哈格', "
Animation Comedy Family,My Little Pony: Equestria Girls - Legend of Everfree  ,6.8,463,http://www.imdb.com/title/tt5474644,55,7.5,14269,彩虹小马：小马国女孩之森林传奇,(评价人数不足),,https://movie.douban.com/subject/26855006/,2016-10-01 00:00:00,"['塔拉·斯特朗', 'Rebecca Shoichet', 'Ashleigh Ball', 'A"
Family,Packages from Daddy  ,5.2,13,http://www.imdb.com/title/tt5640130,40,5.0,14478,心灵时钟,(评价人数不足),,https://movie.douban.com/subject/26791351/,2016-12-02(台湾),"['范文芳', '李李仁', '唐治平', '余若晴', '丁宁']"
Drama Thriller,Le confessioni  ,6.2,848,http://www.imdb.com/title/tt4647784,143,6.5,14547,忏悔录,(评价人数不足),,https://movie.douban.com/subject/26381033/,2016-04-21(意大利),"['玛丽-乔西·克罗兹', '莫里兹·布雷多', '皮尔弗朗西斯科·法维诺', '丹尼尔·奥图', "
Drama Thriller,Waves of Lust  ,5.9,330,http://www.imdb.com/title/tt0073485,38,5.4,14591,快乐的波波,(评价人数不足),,https://movie.douban.com/subject/2136713/,1975-08-04 00:00:00,"['Al Cliver', 'Silvia Dionisio', '意大利', 'Ruggero D"
Drama,Fuego  ,6.0,164,http://www.imdb.com/title/tt3596384,31,6.8,14641,怒火,(评价人数不足),,https://movie.douban.com/subject/26369796/,2014-11-13 00:00:00,"['Jaime Adalid', 'Leyre Berrocal', 'Aida Folch', '"
Documentary,Abused: The Untold Story             ,6.2,13,http://www.imdb.com/title/tt5639386,47,8.7,14684,性侵受害者不为人知的故事,(评价人数不足),,https://movie.douban.com/subject/26848692/,英国,"['性侵受害者不为人知的故事', '英语']"
Action Adventure Comedy,Monster Trucks  ,5.7,8246,http://www.imdb.com/title/tt3095734,2862,6.0,14731,怪兽卡车,(尚未上映),,https://movie.douban.com/subject/24910035/,2017-01-13(美国),"['卢卡斯·提尔', '阿莉娅·奥伯里恩', '罗伯·劳', '艾米·莱安', '托马斯·列农']"
Horror,Gurozuka  ,5.0,75,http://www.imdb.com/title/tt0493695,27,6.3,14752,怪图,(评价人数不足),,https://movie.douban.com/subject/5210194/,日本,"['Yôichi Nishiyama', '怪图', '恐怖', 'Tadayoshi Kubo',"
Action Family Sci-Fi,Urutoraman Makkusu             ,6.5,56,http://www.imdb.com/title/tt0493197,657,7.4,14841,恋するキングジョー,(评价人数不足),,https://movie.douban.com/subject/3241612/,2005-10-01 00:00:00,"['青森草太', '日本', '八木毅', '动作', '科幻']"
Horror Thriller,The Terror  ,5.0,5573,http://www.imdb.com/title/tt0057569,37,6.1,14962,恐怖古堡,(评价人数不足),,https://movie.douban.com/subject/1418668/,1963-06-17 00:00:00,"['波利斯·卡洛夫', '杰克·尼科尔森', 'Sandra Knight', '迪克·米勒', '"
Crime Mystery Thriller,Experiment in Terror  ,7.3,2970,http://www.imdb.com/title/tt0055972,33,5.0,14971,恐怖实验,(评价人数不足),,https://movie.douban.com/subject/1306391/,1962-04-13 00:00:00,"['格伦·福特', '丽·莱米克', '斯蒂芬妮·鲍尔斯', '美国', '布莱克·爱德华兹']"
Crime Drama Horror,Terreur cannibale  ,2.3,541,http://www.imdb.com/title/tt0083185,30,3.0,15022,恐怖食人族,(评价人数不足),,https://movie.douban.com/subject/4174117/,Silvia Solar,"['Gérard Lemaire', 'Pamela Stanford', '西班牙', '法国',"
Action Adventure Family,A Friend in Need: Part I             ,6.7,94,http://www.imdb.com/title/tt0647611,65,8.3,15050,恐龙战队第三季,(评价人数不足),,https://movie.douban.com/subject/19971499/,1995-09-02 00:00:00,"['美国', '恐龙战队', '恐龙战队', '英语']"
Drama,Bulanti  ,6.3,937,http://www.imdb.com/title/tt5037996,33,6.0,15088,恶心,(评价人数不足),,https://movie.douban.com/subject/26683370/,2015-10-02(土耳其),"['泽基·德米尔库布兹', 'Sebnem Hassanisoughi', '奥约库.卡拉耶尔', "
Mystery Thriller Western,Brimstone  ,7.1,15270,http://www.imdb.com/title/tt1895315,1690,6.6,15171,悍女,(评价人数不足),,https://movie.douban.com/subject/6874166/,2016-09-03(威尼斯电影节),"['基特·哈灵顿', '卡里斯·范·侯登', '达科塔·范宁', '盖·皮尔斯', '卡拉·朱里']"
Action Fantasy,Wukong  ,5.2,101,http://www.imdb.com/title/tt6513406,65546,5.4,15175,悟空传,(尚未上映),,https://movie.douban.com/subject/26035290/,2017-07-13(中国大陆),"['彭于晏', '倪妮', '欧豪', '余文乐', '郑爽']"
Sci-Fi Thriller,El incidente  ,6.3,1032,http://www.imdb.com/title/tt3528756,2561,7.5,15509,意外空间,(评价人数不足),,https://movie.douban.com/subject/25936147/,2014-09-21 00:00:00,"['胡伯托·巴斯托', 'Erick Trinidad Camacho', 'Santiago Me"
Comedy Drama Romance,The Italian Key  ,5.7,307,http://www.imdb.com/title/tt1465513,27,7.8,15513,意大利古匙,(评价人数不足),,https://movie.douban.com/subject/3829524/,英国,"['美国', '意大利', '芬兰', 'Roosa Toivonen', '意大利古匙']"
Drama,Gukôroku  ,6.9,162,http://www.imdb.com/title/tt5560592,1032,7.7,15533,愚行录,(评价人数不足),,https://movie.douban.com/subject/26751899/,2016-09-06(威尼斯电影节),"['2017-02-18(日本)', '妻夫木聪', '满岛光', '市川由衣', '小出惠介']"
Drama Romance,Being Charlie  ,6.2,2250,http://www.imdb.com/title/tt4630444,76,5.8,15619,成为查理,(评价人数不足),,https://movie.douban.com/subject/26428792/,2016-05-06(美国),"['尼克·罗宾森', '科曼', '加利·艾尔维斯', '戴文·博斯蒂克', '摩根·塞勒']"
Documentary,I Am Not Your Negro  ,7.6,6898,http://www.imdb.com/title/tt5804038,399,7.8,15663,我不是你的黑鬼,(尚未上映),,https://movie.douban.com/subject/26861970/,2017-02-03 00:00:00,"['哈乌·佩克', 'James Baldwin', '美国', '哈乌·佩克', '95分钟']"
Drama,Die Mitte der Welt  ,7.3,800,http://www.imdb.com/title/tt4932154,1072,7.0,15677,我世界的中心,(评价人数不足),,https://movie.douban.com/subject/26834772/,2016-11-10(德国),"['Inka Friedrich', '萨沙·亚历山大·吉尔萨克', 'Thomas Goritzk"
Documentary,Le bois dont les rêves sont faits  ,7.3,42,http://www.imdb.com/title/tt4741648,44,7.5,15735,我们在这片森林里制造梦想,(评价人数不足),,https://movie.douban.com/subject/26580156/,2015-08-08(洛加诺影展),"['法国', '克莱尔·西蒙', '144分钟', '我们在这片森林里制造梦想', '纪录片']"
Drama,All We Had  ,5.8,1210,http://www.imdb.com/title/tt3910814,197,6.9,15745,我们所拥有的一切,(评价人数不足),,https://movie.douban.com/subject/25962528/,2016-04-15(翠贝卡电影节),"['斯蒂芬妮娅·欧文', '凯蒂·霍尔姆斯', '卢克·威尔逊', '理查德·坎德', '马克·康苏"
Documentary,Our Queen  ,7.1,26,http://www.imdb.com/title/tt2778302,38,7.9,15783,我们的女王,(评价人数不足),,https://movie.douban.com/subject/23852250/,2013-03-17 00:00:00,"['伊丽莎白二世', '查尔斯王子 Prince Charles', '英国', 'Michael "
