imdb_link,评价人数_更新,评分_更新,index,电影名,评分,评价人数,链接,时间,演员
,27,7.5,11798,字母表,(评价人数不足),,https://movie.douban.com/subject/25732244/,2013-10,"['Ken Robinson', 'Yang Dongping', 'Andreas Schleic"
,,,11800,孙中山与辛亥人物,(评价人数不足),,https://movie.douban.com/subject/25815027/,2011-01-03 00:00:00,"['陈晓楠', '中国大陆', '30分钟', '纪录片', '汉语普通话']"
,,,11801,孙中山的葬礼,(评价人数不足),,https://movie.douban.com/subject/26892040/,2016-09-10 00:00:00,"['中国大陆', 'tv.cctv.com/2016/09/27/VIDAa0Szf2lTMVK16"
,,,11805,孙悟空七打九尾狐,(评价人数不足),,https://movie.douban.com/subject/3189837/,1964-11-03 00:00:00,"['于素秋', '蕭芳芳', '陳寶珠', '關海山', '阮兆輝']"
,,,11807,孙燕姿-LEAVE放逐纽西兰旅行札记,(评价人数不足),,https://movie.douban.com/subject/26691713/,孙燕姿,"['台湾', '黄中平', '60分钟', '纪录片', '汉语普通话']"
,,,11809,孙立人沉浮录,(评价人数不足),,https://movie.douban.com/subject/25816269/,2005-03-28 00:00:00,"['香港', '30分钟', '传记', '纪录片', '汉语普通话']"
,,,11817,孟买的铁路,(评价人数不足),,https://movie.douban.com/subject/26276897/,2007-07-18 00:00:00,"['Bernard Hill', '英国', 'Gerry Troyna', '', '1 hour"
,,,11818,孟买警察,(评价人数不足),,https://movie.douban.com/subject/26296584/,2013-05-03(印度),"['Jayasurya', 'Mukundan', 'Rahman', '印度', 'Roshan "
,63,2.7,11849,孤狼,(评价人数不足),,https://movie.douban.com/subject/26936215/,2016-12-13 00:00:00,"['Dan Purdey', 'Warren Otteraa', 'Alana Tranter', "
,45832,3.1,11857,孤芳不自赏,(尚未上映),,https://movie.douban.com/subject/26608228/,2017-01-03(中国大陆),"['钟汉良', '杨颖', '甘婷婷', '孙艺洲', '亓航']"
,,,11861,学习曲线,(评价人数不足),,https://movie.douban.com/subject/26304208/,2012-08-13 00:00:00,"['Jake Choi', 'Ina-Alice Kopp', 'Christianne Chris"
,,,11862,学习的理由,(评价人数不足),,https://movie.douban.com/subject/26042262/,2016-08-12(台湾),"['台湾', '楊逸帆', '101分钟', '学习的理由', '汉语普通话']"
,35,3.1,11866,学妹惊声之色色发抖,(评价人数不足),,https://movie.douban.com/subject/26834046/,2016-07-08(中国大陆),"['张蓝艺', '鹿昊', '梁平', '王笑天', '中国大陆']"
,,,11902,孽海情潮,(评价人数不足),,https://movie.douban.com/subject/1294931/,1955-10-17 00:00:00,"['费雯·丽', '肯尼思·莫尔', '埃里克·波特曼', '英国', '安纳托尔·李维克']"
,,,11909,宁死不屈,(评价人数不足),,https://movie.douban.com/subject/26767851/,1967-12-13(阿尔巴尼亚),"['Eglantina Kume', 'Naim Frashëri', 'Rikard Ljarja"
,,,11912,它在看着,(评价人数不足),,https://movie.douban.com/subject/26924350/,2016-12-06 00:00:00,"['Ivan Djurovic', 'Rick Irwin', 'Sanny van Heteren"
,,,11925,宇宙先锋,(评价人数不足),,https://movie.douban.com/subject/4286099/,1983-03-12 00:00:00,"['竹村拓', '小林清志', '小原乃梨子', '佐々木るん', '二又一成']"
,,,11926,宇宙先锋OVA,(评价人数不足),,https://movie.douban.com/subject/4286106/,1989-02-05 00:00:00,"['竹村拓', '小林清志', '小原乃梨子', '佐々木るん', '二又一成']"
,78,9.6,11932,宇宙小子第三季,(评价人数不足),,https://movie.douban.com/subject/26794222/,2016-05-12 00:00:00,"['Zach Callison', 'Deedee Magno', 'Estelle Swaray'"
,,,11934,宇宙小子第四季,(评价人数不足),,https://movie.douban.com/subject/26882349/,2016-08-11(美国),"['扎克·卡利森', 'Deedee Magno', 'Estelle', '美国', 'Rebec"
,,,11937,宇宙快速船,(评价人数不足),,https://movie.douban.com/subject/2242134/,1961-07-19 00:00:00,"['千叶真一', '水上竜子', '小宮光江', '江原真二郎', '日本']"
,37,7.5,11938,宇宙战士,(评价人数不足),,https://movie.douban.com/subject/5366668/,松本保典,"['佐久間レイ', '神谷明', '小川真司', '弥永和子', '井上和彦']"
,,,11949,宇宙战舰大和号2199追忆的航海,(评价人数不足),,https://movie.douban.com/subject/25874818/,2014-10-11(日本),"['日本', '宇宙战舰大和号2199 追忆的航海', '科幻', '动画', '日语']"
,35,8.2,11950,宇宙战舰大和号2202爱的战士们,(尚未上映),,https://movie.douban.com/subject/26760457/,2017-02-25 00:00:00,"['小野大輔', '桑島法子', '日本', 'yamato2202.net', '羽原信義']"
,,,11951,宇宙战舰大和号3,(评价人数不足),,https://movie.douban.com/subject/4174107/,1980-10-11 00:00:00,"['富山敬', '仲村秀生', '納谷悟朗', '田中秀幸', '日本']"
,,,11952,宇宙战舰大和号剧场版1,(评价人数不足),,https://movie.douban.com/subject/4306405/,1977-08-06 00:00:00,"['日本', '西崎義展', '宇宙战舰大和号 剧场版1', '动画', '动作']"
,,,11954,宇宙战舰大和号完结篇,(评价人数不足),,https://movie.douban.com/subject/4306454/,1983-03-19 00:00:00,"['日本', '西崎義展', '150 分钟', 'Japan: 165 分钟', '宇宙战舰大和号"
,,,11956,宇宙浪漫夜,(评价人数不足),,https://movie.douban.com/subject/3822827/,1998年7月9日,"['西村雅彦', '饭岛直子', '石桥贵明', '梅野泰靖', '安井昌二']"
,,,11963,宇宙第七季,(评价人数不足),,https://movie.douban.com/subject/19976804/,2011-12-12 00:00:00,"['美国', 'www.history.com/shows/the-universe/episode"
,,,11967,宇宙第八季,(评价人数不足),,https://movie.douban.com/subject/25840749/,2014-03-08(美国),"['美国', '宇宙', '宇宙']"
,145,5.4,11972,宇宙警探elDLIVE,(尚未上映),,https://movie.douban.com/subject/26746535/,2017-01-08 00:00:00,"['村濑步', '早见沙织', '铃木达央', '钉宫理惠', '小林大紀']"
,,,11974,宇宙边缘,(评价人数不足),,https://movie.douban.com/subject/25788004/,Craig Sechler,"['美国', 'www.pbs.org/wgbh/nova/earth/edge-of-space."
,,,11976,宇宙逃亡者,(评价人数不足),,https://movie.douban.com/subject/25911737/,Darren Jacobs,"['美国', 'Neil Johnson', '91分钟', '宇宙逃亡者', '动作']"
,45,6.6,11977,宇宙铁人Kyodain,(评价人数不足),,https://movie.douban.com/subject/3832819/,1976-04-02 00:00:00,"['夏夕介', '佐々木剛', '古川聡', '堀江美都子', '伊達正三郎']"
,,,11981,宇航鼠,(评价人数不足),,https://movie.douban.com/subject/11523209/,中国大陆,"['动画', '汉语普通话']"
,,,11985,守夜者雅克·里维特,(评价人数不足),,https://movie.douban.com/subject/1764350/,塞尔日·达内,"['雅克·里维特', '布鲁·欧吉尔', 'Jean Babilée', '让-弗朗索瓦·斯泰弗南'"
,,,11986,守护,(评价人数不足),,https://movie.douban.com/subject/26840321/,中国大陆,"['郑雁泽', '2分33秒', '守护', '动作', '动画']"
,,,11993,守护：罪恶的根源,(评价人数不足),,https://movie.douban.com/subject/23951141/,2013-04-04 00:00:00,"['Richard Bachellor', 'Robert Covington', 'Timothy"
,682,9.2,12003,守望尘世第三季,(尚未上映),,https://movie.douban.com/subject/26683900/,2017-01(美国),"['贾斯汀·塞洛克斯', '艾米·布伦尼曼', '克里斯托弗·埃克莱斯顿', '丽芙·泰勒', '玛"
,,,12015,安东尼·波登：未知之旅第七季,(评价人数不足),,https://movie.douban.com/subject/26788840/,2016-04-24(美国),"['安东尼·鲍代恩', '美国', '安东尼·波登：未知之旅', '50分钟', '安东尼·波登：未"
,29,8.9,12019,安东尼·波登：未知之旅第八季,(评价人数不足),,https://movie.douban.com/subject/26902086/,2016-09-25(美国),"['Anthony Bourdain', 'David Holloway', 'Eric Riper"
,,,12020,安东尼·波登：未知之旅第六季,(评价人数不足),,https://movie.douban.com/subject/26635548/,2015-09-27(美国),"['Anthony Bourdain', '美国', '安东尼·波登：未知之旅', '45分钟', "
,,,12022,安东尼奥70,(尚未上映),,https://movie.douban.com/subject/26859063/,2017-01,"['杰西卡·兰格', '葛蕾丝·琼斯', '帕蒂·达班维尔', '杰瑞·霍尔', 'Joan Jul"
,,,12030,安吉里卡,(评价人数不足),,https://movie.douban.com/subject/24534496/,2015-02-07(柏林电影节),"['吉娜·马隆', '珍妮·麦克蒂尔', '埃德·斯托帕德', '托芙·菲尔德舒', '斯图尔特·马"
,,,12052,安娜贝尔2,(尚未上映),,https://movie.douban.com/subject/26644205/,2017-08-11(美国),"['斯黛芬妮·西格曼', '特丽莎·贝特曼', 'Lulu Wilson', '菲利帕·库特哈德',"
,,,12054,安寿和厨子王丸,(评价人数不足),,https://movie.douban.com/subject/4107996/,1961-07-19(日本),"['安寿：佐久间良子', '厨子王丸（少年时代）：住田知仁', '厨子王丸（少年时代）：住田知仁',"
,,,12056,安徒生物语,(评价人数不足),,https://movie.douban.com/subject/6123988/,1971-01-03 00:00:00,"['日本', '岩崎正美', '安徒生物语', '儿童', '动画']"
,,,12061,安德烈·维莱：影像一生,(评价人数不足),,https://movie.douban.com/subject/26920358/,2015-09-24 00:00:00,"['捷克 Chech', '法国', 'Marketa Tomanva', '70分钟', '安德烈"
,,,12067,安德鲁玛尔的巨型都市,(评价人数不足),,https://movie.douban.com/subject/7051288/,2011-06-02(英国),"['安德鲁玛尔', '英国', '安德鲁玛尔的巨型都市', '纪录片', '英语']"
,35,8.1,12069,安慰剂的魔力,(评价人数不足),,https://movie.douban.com/subject/25847459/,英国,"['', '安慰剂的魔力', '纪录片', '英语']"
,,,12075,安第斯山脉龙脊,(评价人数不足),,https://movie.douban.com/subject/26781912/,英国,"['安第斯山脉 龙脊', '英语']"
,42,3.5,12081,安静时刻,(评价人数不足),,https://movie.douban.com/subject/25808312/,Dakota Blue Richards,"['Karl Davies', 'Jack McMullen', 'Bridgette Millar"
,,,12088,宋庆龄,(评价人数不足),,https://movie.douban.com/subject/19997883/,中国大陆,"['陈晓卿', '30分钟', '纪录片', '汉语普通话']"
,,,12104,完美先生,(评价人数不足),,https://movie.douban.com/subject/10866798/,2011年4月21日(印度),"['帕拉巴斯', '卡加 艾嘉', 'Taapsee Pannu', 'Murali Mohan',"
,1342,5.4,12115,完美有多美,(尚未上映),,https://movie.douban.com/subject/26668750/,2017-02-14(中国大陆),"['姜武', '蒋勤勤', '李乃文', '朱旭', '傅颖']"
,,,12122,完美的圆圈,(评价人数不足),,https://movie.douban.com/subject/2295605/,1997-08-24 00:00:00,"['波黑', '法国', 'Ademir Kenovic', 'Argentina: 113 分钟'"
,,,12125,完美的诱惑21,(评价人数不足),,https://movie.douban.com/subject/26391187/,2012-07-16 (美国),"['霍丽.哈里斯通', '维罗妮卡艾维', 'Becca Blossoms', 'Tim Canno"
,,,12129,完美离婚法,(评价人数不足),,https://movie.douban.com/subject/25922117/,周逸之,"['中国大陆', '冯晓嘉', '16分钟']"
,26,5.5,12131,完美老师,(评价人数不足),,https://movie.douban.com/subject/5151306/,梅根·帕克,"['波蒂·布丽丝', 'David Charvet', '美国', 'Jim Donovan', '"
,,,12137,完美音调3,(尚未上映),,https://movie.douban.com/subject/26365022/,2017-12-22(美国),"['蕾蓓尔·威尔森', '海莉·斯坦菲尔德', '安娜·肯德里克', '伊丽莎白·班克斯', '布兰"
,157,5.9,12139,宏蓝幻想,(尚未上映),,https://movie.douban.com/subject/26614132/,小野友树,"['东山奈央', '钉宫理惠', '泽城美雪', '日本', 'anime.granbluefant"
,,,12140,宗师,(评价人数不足),,https://movie.douban.com/subject/6067801/,石洪波,"['程妮', '石天龙', '中国大陆', '香港', '柯宙']"
,,,12159,宝岛人魔,(评价人数不足),,https://movie.douban.com/subject/5067566/,阿兰·纳皮尔,"['朗达·弗莱明', '美国', 'Sam Newfield', '66 分钟', '宝岛人魔']"
,,,12166,宝莱坞日记,(评价人数不足),,https://movie.douban.com/subject/26882620/,2016-02-26(印度),"['Raima Sen', 'Salim Diwan', '阿希瑟·维德亚迪 Ashish Vidy"
,,,12203,实相寺昭雄监督作品奥特曼,(评价人数不足),,https://movie.douban.com/subject/2264562/,小林昭二,"['黒部進', '毒蝮三太夫', '二瓶正也', '桜井浩子', '津沢彰秀']"
,,,12247,宫廷秘术之不老模特,(评价人数不足),,https://movie.douban.com/subject/26919725/,卢小彧,"['阿森', '苗贺程', '兔兔', '妃小美', '龚孙恩']"
,37,6.4,12256,害怕坠落的男人,(评价人数不足),,https://movie.douban.com/subject/24447189/,2011-06,"['英国', 'Joseph Wallace', '4分27秒', '害怕坠落的男人', '喜剧']"
,,,12261,家丑外扬,(评价人数不足),,https://movie.douban.com/subject/25718502/,美国,"['家丑外扬', '纪录片', '英语']"
,,,12267,家和万事兴之善意的谎言,(评价人数不足),,https://movie.douban.com/subject/19973365/,吴孟达,"['宋丹丹', '赵本山', '王学兵', '李煜', '郭冬临']"
,,,12271,家在阿拉斯加第一季,(评价人数不足),,https://movie.douban.com/subject/25787764/,美国,"['家在阿拉斯加', '家在阿拉斯加']"
,,,12280,家庭电影,(评价人数不足),,https://movie.douban.com/subject/4190051/,亚德里安·帕斯达,"['Cady McClain', 'Amber Joy Williams', 'Austin Wil"
,60,7.6,12281,家庭责任,(评价人数不足),,https://movie.douban.com/subject/26658579/,2015-11-05(德国),"['马克西米连·冯·普芬多夫', 'Omar El-Saeidi', '莫丽·考依曼', 'Rami"
,38,7.4,12282,家庭闯入鸟,(评价人数不足),,https://movie.douban.com/subject/26654163/,2014-12-06 (法国),"['Orso Camus', '法国', 'Phuong Mai Nguy (阮芳梅)', '12分"
,1935,8.8,12286,家族之苦2,(尚未上映),,https://movie.douban.com/subject/26848504/,2017-05-27(日本),"['桥爪功', '吉行和子', '西村雅彦', '夏川结衣', '中岛朋子']"
,,,12303,家有十九子第八季,(评价人数不足),,https://movie.douban.com/subject/26163361/,2004-04-01(美国),"['Jim Bob', 'Michelle Duggar', '美国', '家有十九子', '家有十"
,,,12313,家有恶猫第四季,(评价人数不足),,https://movie.douban.com/subject/26356420/,2013-03-06 00:00:00,"['美国', '家有恶猫', '45分钟', '家有恶猫', '纪录片']"
,,,12323,容闳,(评价人数不足),,https://movie.douban.com/subject/11625236/,中国大陆,"['鲍海鸣', '纪录片', '鲍海鸣 Haiming Bao', '汉语普通话']"
,26,7.2,12328,宾果男孩日记3,(评价人数不足),,https://movie.douban.com/subject/26643177/,Anton Petzold,"['Juri Winkler', '德国', '尼尔·莉娜·福尔马尔', '宾果男孩日记3', '喜"
,32,6.3,12338,寂寞猎人,(评价人数不足),,https://movie.douban.com/subject/25734798/,2013-09-20(日本),"['北大路欣也', '加藤爱', '洼田正孝', '须贺健太', '冈山一']"
,,,12353,寂静的晨曦,(评价人数不足),,https://movie.douban.com/subject/25918688/,中国大陆,"['董帅', '5分12秒', '动画', '短片', '冯韵婷']"
,,,12365,寄生虫的一夜,(评价人数不足),,https://movie.douban.com/subject/5948685/,日本,"['久里洋二', '10分钟', '寄生虫的一夜', '动画', '短片']"
,,,12370,密十至尊,(评价人数不足),,https://movie.douban.com/subject/26647380/,黄家达,"['白彪', '米雪', '朱铁和', '冯敬文', '刘一帆']"
,27,6.9,12384,富人穷人,(评价人数不足),,https://movie.douban.com/subject/2368557/,1961-10-20 00:00:00,"['Cassen', '西班牙', 'Luis García Berlanga', '87 分钟',"
,,,12403,寒山尸变,(评价人数不足),,https://movie.douban.com/subject/25964211/,刘德凯,"['陈丽云', '刘嘉芬', '夏玲玲', '台湾', '王重光']"
,,,12407,寒战3,(尚未上映),,https://movie.douban.com/subject/26815858/,郭富城,"['梁家辉', '彭于晏', '李治廷', '杨采妮', '周润发']"
,,,12409,寒气逼人,(评价人数不足),,https://movie.douban.com/subject/2361619/,2007-02-15 00:00:00,"['Thomas Calabro', 'Ashley Laurence', 'James Russo"
,,,12416,寡妇,(评价人数不足),,https://movie.douban.com/subject/26581656/,邓菲儿   安亚龙,"['中国大陆', '35分钟']"
,,,12434,对岸,(评价人数不足),,https://movie.douban.com/subject/26183921/,中国大陆,"['张嘉运 Kelek Teo', '27分钟', '对岸', '纪录片', '短片']"
,29,6.1,12435,对彼之美的过度简化,(评价人数不足),,https://movie.douban.com/subject/10455410/,2012-1-21(美国圣丹斯电影节),"['2012-1-30(荷兰鹿特丹国际电影节)', '2012-9-23(希腊雅典电影节)', '美"
,,,12436,对德轰炸部队,(评价人数不足),,https://movie.douban.com/subject/3290636/,Valentina Grushina,"['Yana Druz', 'Dmitri Zamulin', '苏联', 'Yevgeniya Z"
,,,12441,对焦国宝,(评价人数不足),,https://movie.douban.com/subject/26732509/,2013-06-18 00:00:00,"['张大春', '台湾', '刘嵩', '27分钟', '对焦国宝']"
,,,12453,寻宝,(评价人数不足),,https://movie.douban.com/subject/26207057/,日本,"['Yuriko Omura', '9分钟', '寻宝', '动画', '日语']"
,,,12466,寻找失落的艺术,(评价人数不足),,https://movie.douban.com/subject/4752061/,麦克·帕林,"['英国', '寻找失落的艺术', '纪录片', '英语']"
,,,12472,寻找快乐,(评价人数不足),,https://movie.douban.com/subject/4248264/,Blue Lu Barker,"[""Henry 'Professor Longhair' Byrd"", 'Dr. John', 'A"
,,,12478,寻找熊的脚印,(评价人数不足),,https://movie.douban.com/subject/25831278/,2004-11-03(美国),"['Keith David', '美国', 'Anne Marie Hammers', '50分钟'"
,,,12483,寻找美国的最后一个拉吧,(评价人数不足),,https://movie.douban.com/subject/26877185/,2015 USA,"['Jocelyn Samson', '美国', 'Drew Denny', '寻找美国的最后一个拉"
